,client_id,filepath,group,label
1452,62,face-station/06.02.18/062_02_000_0_01,train,bonafide
1453,62,face-station/06.02.18/062_02_000_0_00,train,bonafide
1454,62,face-station/12.02.18/062_03_000_0_01,train,bonafide
1455,62,face-station/12.02.18/062_03_000_0_00,train,bonafide
1456,62,face-station/28.02.18/062_01_000_0_01,train,bonafide
1457,62,face-station/28.02.18/062_01_000_0_00,train,bonafide
1493,533,face-station/11.04.18/533_01_003_1_14,train,attack/3D/rigidmask
1494,533,face-station/11.04.18/533_01_004_1_14,train,attack/3D/rigidmask
1495,533,face-station/11.04.18/533_04_019_1_14,train,attack/3D/rigidmask
1496,533,face-station/20.04.18/533_05_066_1_14,train,attack/3D/rigidmask
1497,533,face-station/24.04.18/533_07_067_1_14,train,attack/3D/rigidmask
1498,533,face-station/03.05.18/533_06_003_1_14,train,attack/3D/rigidmask
1499,533,face-station/24.05.18/533_06_008_1_14,train,attack/3D/rigidmask
1500,533,face-station/25.06.18/533_07_019_1_14,train,attack/3D/rigidmask
1501,533,face-station/25.06.18/533_05_004_1_14,train,attack/3D/rigidmask
1502,533,face-station/25.06.18/533_06_018_1_14,train,attack/3D/rigidmask
1673,64,face-station/30.04.18/064_05_000_0_00,train,bonafide
1674,64,face-station/01.05.18/064_06_000_0_00,train,bonafide
1675,64,face-station/03.05.18/064_07_000_0_00,train,bonafide
1676,64,face-station/28.06.18/064_04_007_2_75,train,attack/3D/flexiblemask
1677,64,face-station/28.06.18/064_06_000_2_75,train,attack/3D/flexiblemask
1678,64,face-station/28.06.18/064_04_000_2_75,train,attack/3D/flexiblemask
1679,64,face-station/28.06.18/064_01_003_2_75,train,attack/3D/flexiblemask
1680,64,face-station/28.06.18/064_06_003_2_75,train,attack/3D/flexiblemask
1681,64,face-station/28.06.18/064_01_000_2_75,train,attack/3D/flexiblemask
1682,64,face-station/28.06.18/064_05_000_2_75,train,attack/3D/flexiblemask
1683,64,face-station/28.06.18/064_07_000_2_75,train,attack/3D/flexiblemask
1684,64,face-station/02.07.18/064_05_064_2_75,train,attack/3D/flexiblemask
1685,64,face-station/02.07.18/064_07_007_2_75,train,attack/3D/flexiblemask
1686,64,face-station/03.07.18/064_06_064_2_75,train,attack/3D/flexiblemask
1687,64,face-station/04.07.18/064_05_073_2_75,train,attack/3D/flexiblemask
1688,64,face-station/05.07.18/064_07_073_2_75,train,attack/3D/flexiblemask
1689,106,face-station/30.04.18/106_05_064_2_95,train,attack/3D/flexiblemask
1690,106,face-station/01.05.18/106_05_065_2_99,train,attack/3D/flexiblemask
1691,106,face-station/04.05.18/106_07_003_2_99,train,attack/3D/flexiblemask
1692,106,face-station/04.05.18/106_06_038_2_99,train,attack/3D/flexiblemask
1693,106,face-station/07.05.18/106_06_002_2_95,train,attack/3D/flexiblemask
1694,106,face-station/16.05.18/106_07_004_2_95,train,attack/3D/flexiblemask
1695,106,face-station/28.05.18/106_07_000_2_95,train,attack/3D/flexiblemask
1696,106,face-station/28.05.18/106_07_000_2_99,train,attack/3D/flexiblemask
1697,106,face-station/28.05.18/106_06_000_2_99,train,attack/3D/flexiblemask
1698,106,face-station/28.05.18/106_05_000_2_99,train,attack/3D/flexiblemask
1699,106,face-station/28.05.18/106_04_000_2_99,train,attack/3D/flexiblemask
1700,106,face-station/29.05.18/106_04_000_2_95,train,attack/3D/flexiblemask
1701,106,face-station/29.05.18/106_05_000_2_95,train,attack/3D/flexiblemask
1702,106,face-station/29.05.18/106_06_000_2_95,train,attack/3D/flexiblemask
1703,106,face-station/06.06.18/106_04_018_2_95,train,attack/3D/flexiblemask
1704,106,face-station/06.06.18/106_04_018_2_99,train,attack/3D/flexiblemask
1705,106,face-station/22.06.18/106_01_000_2_95,train,attack/3D/flexiblemask
1706,106,face-station/22.06.18/106_01_000_2_99,train,attack/3D/flexiblemask
1707,106,face-station/25.06.18/106_07_019_2_95,train,attack/3D/flexiblemask
1708,106,face-station/25.06.18/106_07_019_2_99,train,attack/3D/flexiblemask
1709,106,face-station/25.06.18/106_05_004_2_95,train,attack/3D/flexiblemask
1710,106,face-station/25.06.18/106_05_004_2_99,train,attack/3D/flexiblemask
1711,106,face-station/25.06.18/106_06_018_2_95,train,attack/3D/flexiblemask
1712,106,face-station/25.06.18/106_06_018_2_99,train,attack/3D/flexiblemask
1713,106,face-station/25.06.18/106_01_006_2_95,train,attack/3D/flexiblemask
1714,106,face-station/25.06.18/106_01_006_2_99,train,attack/3D/flexiblemask
1741,104,face-station/30.04.18/104_05_064_2_93,train,attack/3D/flexiblemask
1742,104,face-station/01.05.18/104_05_065_2_97,train,attack/3D/flexiblemask
1743,104,face-station/04.05.18/104_06_038_2_97,train,attack/3D/flexiblemask
1744,104,face-station/04.05.18/104_07_003_2_97,train,attack/3D/flexiblemask
1745,104,face-station/07.05.18/104_06_002_2_93,train,attack/3D/flexiblemask
1746,104,face-station/16.05.18/104_07_004_2_93,train,attack/3D/flexiblemask
1747,104,face-station/28.05.18/104_06_000_2_97,train,attack/3D/flexiblemask
1748,104,face-station/28.05.18/104_05_000_2_97,train,attack/3D/flexiblemask
1749,104,face-station/28.05.18/104_07_000_2_97,train,attack/3D/flexiblemask
1750,104,face-station/28.05.18/104_04_000_2_97,train,attack/3D/flexiblemask
1751,104,face-station/28.05.18/104_07_000_2_93,train,attack/3D/flexiblemask
1752,104,face-station/29.05.18/104_04_000_2_93,train,attack/3D/flexiblemask
1753,104,face-station/29.05.18/104_05_000_2_93,train,attack/3D/flexiblemask
1754,104,face-station/29.05.18/104_06_000_2_93,train,attack/3D/flexiblemask
1755,104,face-station/06.06.18/104_04_018_2_93,train,attack/3D/flexiblemask
1756,104,face-station/06.06.18/104_04_018_2_97,train,attack/3D/flexiblemask
1757,104,face-station/22.06.18/104_01_000_2_97,train,attack/3D/flexiblemask
1758,104,face-station/22.06.18/104_01_000_2_93,train,attack/3D/flexiblemask
1759,104,face-station/25.06.18/104_07_019_2_93,train,attack/3D/flexiblemask
1760,104,face-station/25.06.18/104_07_019_2_97,train,attack/3D/flexiblemask
1761,104,face-station/25.06.18/104_05_004_2_93,train,attack/3D/flexiblemask
1762,104,face-station/25.06.18/104_05_004_2_97,train,attack/3D/flexiblemask
1763,104,face-station/25.06.18/104_06_018_2_93,train,attack/3D/flexiblemask
1764,104,face-station/25.06.18/104_06_018_2_97,train,attack/3D/flexiblemask
1765,104,face-station/25.06.18/104_01_006_2_93,train,attack/3D/flexiblemask
1766,104,face-station/25.06.18/104_01_006_2_97,train,attack/3D/flexiblemask
1793,65,face-station/01.05.18/065_07_000_0_00,train,bonafide
1794,65,face-station/01.05.18/065_05_000_0_00,train,bonafide
1795,65,face-station/01.05.18/065_06_000_0_00,train,bonafide
1886,69,face-station/15.05.18/069_05_000_0_00,train,bonafide
1887,69,face-station/15.05.18/069_05_000_0_02,train,bonafide
1888,69,face-station/16.05.18/069_07_000_0_00,train,bonafide
1889,69,face-station/22.05.18/069_06_000_0_00,train,bonafide
1890,68,face-station/22.05.18/068_05_000_0_00,train,bonafide
1891,68,face-station/22.05.18/068_05_000_0_01,train,bonafide
1892,68,face-station/22.05.18/068_06_000_0_00,train,bonafide
1893,68,face-station/22.05.18/068_06_000_0_01,train,bonafide
1894,68,face-station/23.05.18/068_07_000_0_00,train,bonafide
1895,68,face-station/23.05.18/068_07_000_0_01,train,bonafide
1931,108,face-station/28.06.18/108_01_003_2_77,train,attack/3D/flexiblemask
1932,108,face-station/28.06.18/108_04_007_2_77,train,attack/3D/flexiblemask
1933,108,face-station/28.06.18/108_06_000_2_77,train,attack/3D/flexiblemask
1934,108,face-station/28.06.18/108_06_003_2_77,train,attack/3D/flexiblemask
1935,108,face-station/28.06.18/108_04_000_2_77,train,attack/3D/flexiblemask
1936,108,face-station/28.06.18/108_01_000_2_77,train,attack/3D/flexiblemask
1937,108,face-station/28.06.18/108_05_000_2_77,train,attack/3D/flexiblemask
1938,108,face-station/28.06.18/108_07_000_2_77,train,attack/3D/flexiblemask
1939,108,face-station/02.07.18/108_07_007_2_77,train,attack/3D/flexiblemask
1940,108,face-station/02.07.18/108_05_064_2_77,train,attack/3D/flexiblemask
1941,108,face-station/03.07.18/108_06_064_2_77,train,attack/3D/flexiblemask
1942,108,face-station/04.07.18/108_05_073_2_77,train,attack/3D/flexiblemask
1943,108,face-station/05.07.18/108_07_073_2_77,train,attack/3D/flexiblemask
62,3,face-station/17.01.18/003_01_000_0_00,dev,bonafide
63,3,face-station/06.02.18/003_02_000_0_00,dev,bonafide
64,3,face-station/14.02.18/003_03_000_0_00,dev,bonafide
65,3,face-station/02.05.18/003_05_000_0_00,dev,bonafide
66,3,face-station/03.05.18/003_06_000_0_00,dev,bonafide
67,3,face-station/04.05.18/003_07_000_0_00,dev,bonafide
142,18,face-station/18.01.18/018_01_000_0_00,dev,bonafide
143,18,face-station/23.01.18/018_01_009_2_86,dev,attack/3D/flexiblemask
144,18,face-station/14.03.18/018_04_010_3_06,dev,attack/2D/prints
145,18,face-station/14.03.18/018_04_010_3_07,dev,attack/2D/prints
146,18,face-station/14.03.18/018_04_010_3_08,dev,attack/2D/prints
147,18,face-station/14.03.18/018_04_010_3_09,dev,attack/2D/prints
148,18,face-station/14.03.18/018_04_010_2_86,dev,attack/3D/flexiblemask
149,18,face-station/14.03.18/018_04_010_3_10,dev,attack/2D/replay
150,18,face-station/14.03.18/018_04_010_2_16,dev,attack/3D/rigidmask
151,18,face-station/24.01.18/018_01_013_3_06,dev,attack/2D/prints
152,18,face-station/26.01.18/018_01_008_3_09,dev,attack/2D/prints
153,18,face-station/15.03.18/018_04_000_3_10,dev,attack/2D/replay
154,18,face-station/15.03.18/018_04_000_3_06,dev,attack/2D/prints
155,18,face-station/15.03.18/018_04_000_3_07,dev,attack/2D/prints
156,18,face-station/15.03.18/018_04_000_3_08,dev,attack/2D/prints
157,18,face-station/15.03.18/018_04_000_3_09,dev,attack/2D/prints
158,18,face-station/29.01.18/018_01_024_3_07,dev,attack/2D/prints
159,18,face-station/29.01.18/018_01_022_2_16,dev,attack/3D/rigidmask
160,18,face-station/30.01.18/018_01_026_3_08,dev,attack/2D/prints
161,18,face-station/31.01.18/018_01_032_3_06,dev,attack/2D/prints
162,18,face-station/07.02.18/018_02_004_3_10,dev,attack/2D/replay
163,18,face-station/07.02.18/018_02_028_3_06,dev,attack/2D/prints
164,18,face-station/07.02.18/018_02_029_3_08,dev,attack/2D/prints
165,18,face-station/07.02.18/018_02_035_3_10,dev,attack/2D/replay
166,18,face-station/07.02.18/018_02_056_2_16,dev,attack/3D/rigidmask
167,18,face-station/07.02.18/018_02_059_2_86,dev,attack/3D/flexiblemask
168,18,face-station/01.02.18/018_01_041_2_86,dev,attack/3D/flexiblemask
169,18,face-station/01.02.18/018_01_038_3_09,dev,attack/2D/prints
170,18,face-station/01.02.18/018_01_046_3_10,dev,attack/2D/replay
171,18,face-station/02.02.18/018_01_047_2_16,dev,attack/3D/rigidmask
172,18,face-station/02.02.18/018_01_052_3_08,dev,attack/2D/prints
173,18,face-station/02.02.18/018_01_054_3_07,dev,attack/2D/prints
174,18,face-station/02.02.18/018_01_059_3_10,dev,attack/2D/replay
175,18,face-station/02.02.18/018_01_060_2_16,dev,attack/3D/rigidmask
176,18,face-station/06.02.18/018_02_025_2_86,dev,attack/3D/flexiblemask
177,18,face-station/06.02.18/018_02_010_3_09,dev,attack/2D/prints
178,18,face-station/06.02.18/018_02_000_0_00,dev,bonafide
179,18,face-station/08.02.18/018_02_053_3_06,dev,attack/2D/prints
180,18,face-station/08.02.18/018_02_053_3_10,dev,attack/2D/replay
181,18,face-station/08.02.18/018_02_047_3_07,dev,attack/2D/prints
182,18,face-station/08.02.18/018_02_022_3_07,dev,attack/2D/prints
183,18,face-station/08.02.18/018_03_022_3_07,dev,attack/2D/prints
184,18,face-station/09.02.18/018_03_060_3_09,dev,attack/2D/prints
185,18,face-station/09.02.18/018_02_051_2_16,dev,attack/3D/rigidmask
186,18,face-station/12.02.18/018_03_015_3_09,dev,attack/2D/prints
187,18,face-station/12.02.18/018_03_009_3_08,dev,attack/2D/prints
188,18,face-station/12.02.18/018_03_062_3_10,dev,attack/2D/replay
189,18,face-station/13.02.18/018_03_007_3_10,dev,attack/2D/replay
190,18,face-station/13.02.18/018_03_037_3_10,dev,attack/2D/replay
191,18,face-station/14.02.18/018_03_053_3_06,dev,attack/2D/prints
192,18,face-station/14.02.18/018_03_038_2_86,dev,attack/3D/flexiblemask
193,18,face-station/14.02.18/018_03_017_3_07,dev,attack/2D/prints
194,18,face-station/14.02.18/018_03_008_2_16,dev,attack/3D/rigidmask
195,18,face-station/14.02.18/018_03_061_3_09,dev,attack/2D/prints
196,18,face-station/14.02.18/018_03_000_0_00,dev,bonafide
197,18,face-station/14.02.18/018_03_018_2_16,dev,attack/3D/rigidmask
198,18,face-station/15.02.18/018_03_045_2_16,dev,attack/3D/rigidmask
199,18,face-station/15.02.18/018_03_045_3_07,dev,attack/2D/prints
200,18,face-station/19.02.18/018_02_000_2_16,dev,attack/3D/rigidmask
201,18,face-station/19.02.18/018_02_000_2_86,dev,attack/3D/flexiblemask
202,18,face-station/19.02.18/018_02_000_3_06,dev,attack/2D/prints
203,18,face-station/19.02.18/018_02_000_3_07,dev,attack/2D/prints
204,18,face-station/19.02.18/018_02_000_3_08,dev,attack/2D/prints
205,18,face-station/19.02.18/018_02_000_3_09,dev,attack/2D/prints
206,18,face-station/21.02.18/018_03_000_2_16,dev,attack/3D/rigidmask
207,18,face-station/22.02.18/018_03_000_3_07,dev,attack/2D/prints
208,18,face-station/22.02.18/018_03_000_3_08,dev,attack/2D/prints
209,18,face-station/22.02.18/018_03_000_3_09,dev,attack/2D/prints
210,18,face-station/22.02.18/018_03_000_2_86,dev,attack/3D/flexiblemask
211,18,face-station/22.02.18/018_03_000_3_06,dev,attack/2D/prints
212,18,face-station/23.02.18/018_03_000_3_10,dev,attack/2D/replay
213,18,face-station/23.02.18/018_02_000_3_10,dev,attack/2D/replay
214,18,face-station/27.02.18/018_01_000_2_86,dev,attack/3D/flexiblemask
215,18,face-station/27.02.18/018_01_000_2_16,dev,attack/3D/rigidmask
216,18,face-station/28.02.18/018_01_000_3_06,dev,attack/2D/prints
217,18,face-station/28.02.18/018_01_000_3_07,dev,attack/2D/prints
218,18,face-station/28.02.18/018_01_000_3_08,dev,attack/2D/prints
219,18,face-station/28.02.18/018_01_000_3_09,dev,attack/2D/prints
220,18,face-station/28.02.18/018_01_000_3_10,dev,attack/2D/replay
221,18,face-station/20.04.18/018_05_066_2_16,dev,attack/3D/rigidmask
222,18,face-station/01.05.18/018_05_038_3_07,dev,attack/2D/prints
223,18,face-station/03.05.18/018_07_064_3_07,dev,attack/2D/prints
224,18,face-station/04.05.18/018_05_070_3_09,dev,attack/2D/prints
225,18,face-station/07.05.18/018_07_038_3_10,dev,attack/2D/replay
226,18,face-station/07.05.18/018_06_070_3_08,dev,attack/2D/prints
227,18,face-station/15.05.18/018_05_000_0_00,dev,bonafide
228,18,face-station/15.05.18/018_05_000_0_01,dev,bonafide
229,18,face-station/15.05.18/018_05_018_3_08,dev,attack/2D/prints
230,18,face-station/15.05.18/018_05_018_3_10,dev,attack/2D/replay
231,18,face-station/15.05.18/018_05_007_2_86,dev,attack/3D/flexiblemask
232,18,face-station/16.05.18/018_07_069_3_08,dev,attack/2D/prints
233,18,face-station/16.05.18/018_07_069_2_86,dev,attack/3D/flexiblemask
234,18,face-station/22.05.18/018_06_069_3_06,dev,attack/2D/prints
235,18,face-station/22.05.18/018_06_069_3_10,dev,attack/2D/replay
236,18,face-station/22.05.18/018_06_000_0_00,dev,bonafide
237,18,face-station/23.05.18/018_05_072_3_06,dev,attack/2D/prints
238,18,face-station/23.05.18/018_06_072_3_09,dev,attack/2D/prints
239,18,face-station/23.05.18/018_06_072_3_07,dev,attack/2D/prints
240,18,face-station/23.05.18/018_07_072_3_06,dev,attack/2D/prints
241,18,face-station/23.05.18/018_07_000_0_00,dev,bonafide
242,18,face-station/23.05.18/018_07_073_3_09,dev,attack/2D/prints
243,18,face-station/24.05.18/018_06_008_2_86,dev,attack/3D/flexiblemask
244,18,face-station/24.05.18/018_06_014_2_16,dev,attack/3D/rigidmask
245,18,face-station/29.05.18/018_04_000_2_86,dev,attack/3D/flexiblemask
246,18,face-station/29.05.18/018_05_000_2_86,dev,attack/3D/flexiblemask
247,18,face-station/29.05.18/018_06_000_2_86,dev,attack/3D/flexiblemask
248,18,face-station/29.05.18/018_07_000_2_86,dev,attack/3D/flexiblemask
249,18,face-station/04.06.18/018_04_000_2_16,dev,attack/3D/rigidmask
250,18,face-station/04.06.18/018_05_000_2_16,dev,attack/3D/rigidmask
251,18,face-station/04.06.18/018_06_000_2_16,dev,attack/3D/rigidmask
252,18,face-station/04.06.18/018_07_000_2_16,dev,attack/3D/rigidmask
253,18,face-station/04.06.18/018_07_000_3_10,dev,attack/2D/replay
254,18,face-station/05.06.18/018_05_000_3_10,dev,attack/2D/replay
255,18,face-station/05.06.18/018_06_000_3_10,dev,attack/2D/replay
256,18,face-station/05.06.18/018_05_000_3_06,dev,attack/2D/prints
257,18,face-station/05.06.18/018_05_000_3_07,dev,attack/2D/prints
258,18,face-station/05.06.18/018_05_000_3_08,dev,attack/2D/prints
259,18,face-station/05.06.18/018_05_000_3_09,dev,attack/2D/prints
260,18,face-station/05.06.18/018_06_000_3_06,dev,attack/2D/prints
261,18,face-station/05.06.18/018_06_000_3_07,dev,attack/2D/prints
262,18,face-station/05.06.18/018_06_000_3_08,dev,attack/2D/prints
263,18,face-station/05.06.18/018_06_000_3_09,dev,attack/2D/prints
264,18,face-station/05.06.18/018_07_000_3_06,dev,attack/2D/prints
265,18,face-station/05.06.18/018_07_000_3_07,dev,attack/2D/prints
266,18,face-station/05.06.18/018_07_000_3_08,dev,attack/2D/prints
267,18,face-station/05.06.18/018_07_000_3_09,dev,attack/2D/prints
268,18,face-station/12.06.18/018_07_003_2_16,dev,attack/3D/rigidmask
269,19,face-station/18.01.18/019_01_005_2_17,dev,attack/3D/rigidmask
270,19,face-station/22.01.18/019_01_006_4_02,dev,attack/2D/replay
271,19,face-station/14.03.18/019_04_010_2_87,dev,attack/3D/flexiblemask
272,19,face-station/14.03.18/019_04_007_2_90,dev,attack/3D/flexiblemask
273,19,face-station/14.03.18/019_04_010_2_17,dev,attack/3D/rigidmask
274,19,face-station/24.01.18/019_01_013_2_87,dev,attack/3D/flexiblemask
275,19,face-station/24.01.18/019_01_014_2_90,dev,attack/3D/flexiblemask
276,19,face-station/15.03.18/019_04_000_4_01,dev,attack/2D/replay
277,19,face-station/15.03.18/019_04_000_4_02,dev,attack/2D/replay
278,19,face-station/15.03.18/019_04_004_4_07,dev,attack/2D/replay
279,19,face-station/15.03.18/019_04_004_4_08,dev,attack/2D/replay
280,19,face-station/15.03.18/019_04_003_4_13,dev,attack/2D/replay
281,19,face-station/15.03.18/019_04_003_4_14,dev,attack/2D/replay
282,19,face-station/15.03.18/019_04_004_4_01,dev,attack/2D/replay
283,19,face-station/15.03.18/019_04_004_4_02,dev,attack/2D/replay
284,19,face-station/15.03.18/019_04_000_4_07,dev,attack/2D/replay
285,19,face-station/15.03.18/019_04_000_4_08,dev,attack/2D/replay
286,19,face-station/15.03.18/019_04_000_4_13,dev,attack/2D/replay
287,19,face-station/15.03.18/019_04_000_4_14,dev,attack/2D/replay
288,19,face-station/31.01.18/019_01_000_0_00,dev,bonafide
289,19,face-station/31.01.18/019_01_000_0_01,dev,bonafide
290,19,face-station/31.01.18/019_01_036_2_17,dev,attack/3D/rigidmask
291,19,face-station/01.02.18/019_01_043_2_87,dev,attack/3D/flexiblemask
292,19,face-station/02.02.18/019_01_061_2_17,dev,attack/3D/rigidmask
293,19,face-station/06.02.18/019_02_001_2_87,dev,attack/3D/flexiblemask
294,19,face-station/06.02.18/019_02_025_2_17,dev,attack/3D/rigidmask
295,19,face-station/08.02.18/019_03_052_2_90,dev,attack/3D/flexiblemask
296,19,face-station/08.02.18/019_02_000_0_00,dev,bonafide
297,19,face-station/08.02.18/019_02_000_0_01,dev,bonafide
298,19,face-station/08.02.18/019_03_022_2_90,dev,attack/3D/flexiblemask
299,19,face-station/08.02.18/019_02_022_2_90,dev,attack/3D/flexiblemask
300,19,face-station/09.02.18/019_02_000_2_90,dev,attack/3D/flexiblemask
301,19,face-station/12.02.18/019_03_025_2_17,dev,attack/3D/rigidmask
302,19,face-station/12.02.18/019_03_026_2_90,dev,attack/3D/flexiblemask
303,19,face-station/13.02.18/019_02_031_2_87,dev,attack/3D/flexiblemask
304,19,face-station/13.02.18/019_03_042_2_87,dev,attack/3D/flexiblemask
305,19,face-station/14.02.18/019_03_033_4_02,dev,attack/2D/replay
306,19,face-station/14.02.18/019_03_011_4_08,dev,attack/2D/replay
307,19,face-station/14.02.18/019_03_011_4_07,dev,attack/2D/replay
308,19,face-station/14.02.18/019_03_011_2_87,dev,attack/3D/flexiblemask
309,19,face-station/14.02.18/019_03_003_4_02,dev,attack/2D/replay
310,19,face-station/14.02.18/019_03_000_0_00,dev,bonafide
311,19,face-station/14.02.18/019_03_000_0_01,dev,bonafide
312,19,face-station/15.02.18/019_03_001_4_14,dev,attack/2D/replay
313,19,face-station/15.02.18/019_03_014_4_08,dev,attack/2D/replay
314,19,face-station/15.02.18/019_03_014_4_07,dev,attack/2D/replay
315,19,face-station/19.02.18/019_02_000_2_17,dev,attack/3D/rigidmask
316,19,face-station/19.02.18/019_02_000_2_87,dev,attack/3D/flexiblemask
317,19,face-station/16.02.18/019_03_013_4_14,dev,attack/2D/replay
318,19,face-station/16.02.18/019_02_013_4_02,dev,attack/2D/replay
319,19,face-station/16.02.18/019_02_011_4_07,dev,attack/2D/replay
320,19,face-station/16.02.18/019_02_010_4_08,dev,attack/2D/replay
321,19,face-station/16.02.18/019_02_003_4_14,dev,attack/2D/replay
322,19,face-station/16.02.18/019_02_038_4_02,dev,attack/2D/replay
323,19,face-station/21.02.18/019_02_024_4_07,dev,attack/2D/replay
324,19,face-station/21.02.18/019_02_024_4_08,dev,attack/2D/replay
325,19,face-station/21.02.18/019_02_024_4_14,dev,attack/2D/replay
326,19,face-station/21.02.18/019_03_000_2_90,dev,attack/3D/flexiblemask
327,19,face-station/21.02.18/019_03_000_2_17,dev,attack/3D/rigidmask
328,19,face-station/22.02.18/019_03_000_2_87,dev,attack/3D/flexiblemask
329,19,face-station/23.02.18/019_03_004_4_01,dev,attack/2D/replay
330,19,face-station/23.02.18/019_03_000_4_07,dev,attack/2D/replay
331,19,face-station/23.02.18/019_03_000_4_08,dev,attack/2D/replay
332,19,face-station/23.02.18/019_03_000_4_14,dev,attack/2D/replay
333,19,face-station/23.02.18/019_02_000_4_02,dev,attack/2D/replay
334,19,face-station/23.02.18/019_02_000_4_07,dev,attack/2D/replay
335,19,face-station/23.02.18/019_02_000_4_08,dev,attack/2D/replay
336,19,face-station/23.02.18/019_02_000_4_14,dev,attack/2D/replay
337,19,face-station/23.02.18/019_03_000_4_02,dev,attack/2D/replay
338,19,face-station/23.02.18/019_02_000_4_01,dev,attack/2D/replay
339,19,face-station/23.02.18/019_02_000_4_13,dev,attack/2D/replay
340,19,face-station/23.02.18/019_03_000_4_01,dev,attack/2D/replay
341,19,face-station/23.02.18/019_03_000_4_13,dev,attack/2D/replay
342,19,face-station/23.02.18/019_03_004_4_13,dev,attack/2D/replay
343,19,face-station/23.02.18/019_02_004_4_01,dev,attack/2D/replay
344,19,face-station/23.02.18/019_02_004_4_13,dev,attack/2D/replay
345,19,face-station/27.02.18/019_01_003_4_08,dev,attack/2D/replay
346,19,face-station/27.02.18/019_01_038_4_14,dev,attack/2D/replay
347,19,face-station/27.02.18/019_03_019_4_01,dev,attack/2D/replay
348,19,face-station/27.02.18/019_01_007_4_07,dev,attack/2D/replay
349,19,face-station/27.02.18/019_01_000_2_87,dev,attack/3D/flexiblemask
350,19,face-station/27.02.18/019_01_063_4_07,dev,attack/2D/replay
351,19,face-station/27.02.18/019_01_063_4_14,dev,attack/2D/replay
352,19,face-station/27.02.18/019_01_003_4_02,dev,attack/2D/replay
353,19,face-station/27.02.18/019_01_000_2_17,dev,attack/3D/rigidmask
354,19,face-station/27.02.18/019_01_000_2_90,dev,attack/3D/flexiblemask
355,19,face-station/28.02.18/019_01_000_4_02,dev,attack/2D/replay
356,19,face-station/28.02.18/019_01_062_4_08,dev,attack/2D/replay
357,19,face-station/28.02.18/019_01_000_4_07,dev,attack/2D/replay
358,19,face-station/28.02.18/019_01_000_4_08,dev,attack/2D/replay
359,19,face-station/28.02.18/019_01_000_4_14,dev,attack/2D/replay
360,19,face-station/28.02.18/019_01_000_4_01,dev,attack/2D/replay
361,19,face-station/28.02.18/019_01_000_4_13,dev,attack/2D/replay
362,19,face-station/28.02.18/019_01_004_4_01,dev,attack/2D/replay
363,19,face-station/28.02.18/019_01_004_4_13,dev,attack/2D/replay
364,19,face-station/01.05.18/019_06_065_4_14,dev,attack/2D/replay
365,19,face-station/01.05.18/019_06_065_4_13,dev,attack/2D/replay
366,19,face-station/01.05.18/019_07_065_2_90,dev,attack/3D/flexiblemask
367,19,face-station/01.05.18/019_05_038_2_90,dev,attack/3D/flexiblemask
368,19,face-station/01.05.18/019_06_064_2_90,dev,attack/3D/flexiblemask
369,19,face-station/02.05.18/019_05_003_2_17,dev,attack/3D/rigidmask
370,19,face-station/04.05.18/019_05_002_4_02,dev,attack/2D/replay
371,19,face-station/04.05.18/019_05_071_4_01,dev,attack/2D/replay
372,19,face-station/07.05.18/019_06_070_2_17,dev,attack/3D/rigidmask
373,19,face-station/07.05.18/019_07_038_4_02,dev,attack/2D/replay
374,19,face-station/07.05.18/019_07_000_2_90,dev,attack/3D/flexiblemask
375,19,face-station/07.05.18/019_06_071_2_87,dev,attack/3D/flexiblemask
376,19,face-station/07.05.18/019_05_000_2_90,dev,attack/3D/flexiblemask
377,19,face-station/07.05.18/019_06_000_2_90,dev,attack/3D/flexiblemask
378,19,face-station/07.05.18/019_04_000_2_90,dev,attack/3D/flexiblemask
379,19,face-station/15.05.18/019_05_005_4_13,dev,attack/2D/replay
380,19,face-station/15.05.18/019_05_000_0_00,dev,bonafide
381,19,face-station/15.05.18/019_05_069_4_07,dev,attack/2D/replay
382,19,face-station/15.05.18/019_05_000_0_01,dev,bonafide
383,19,face-station/16.05.18/019_07_012_4_01,dev,attack/2D/replay
384,19,face-station/16.05.18/019_07_070_4_07,dev,attack/2D/replay
385,19,face-station/16.05.18/019_07_070_4_13,dev,attack/2D/replay
386,19,face-station/16.05.18/019_07_000_0_00,dev,bonafide
387,19,face-station/16.05.18/019_07_000_0_01,dev,bonafide
388,19,face-station/22.05.18/019_06_018_4_07,dev,attack/2D/replay
389,19,face-station/22.05.18/019_06_069_4_08,dev,attack/2D/replay
390,19,face-station/23.05.18/019_05_072_4_08,dev,attack/2D/replay
391,19,face-station/23.05.18/019_07_018_2_17,dev,attack/3D/rigidmask
392,19,face-station/23.05.18/019_07_072_4_08,dev,attack/2D/replay
393,19,face-station/23.05.18/019_06_019_4_02,dev,attack/2D/replay
394,19,face-station/23.05.18/019_05_072_2_87,dev,attack/3D/flexiblemask
395,19,face-station/23.05.18/019_07_006_4_14,dev,attack/2D/replay
396,19,face-station/23.05.18/019_07_005_2_87,dev,attack/3D/flexiblemask
397,19,face-station/23.05.18/019_06_000_0_00,dev,bonafide
398,19,face-station/23.05.18/019_06_000_0_01,dev,bonafide
399,19,face-station/24.05.18/019_06_073_4_01,dev,attack/2D/replay
400,19,face-station/24.05.18/019_05_012_4_14,dev,attack/2D/replay
401,19,face-station/29.05.18/019_07_000_2_87,dev,attack/3D/flexiblemask
